,date,running_banner,type,wish,rarity,weapon,element,sex
1616,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1617,2021-09-12,Reign of Serenity,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1618,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1619,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1620,2021-09-12,Reign of Serenity,char,Sucrose,4,Catalyst,Anemo,F
1621,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1622,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1623,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1624,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1625,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1626,2021-09-12,Reign of Serenity,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1627,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1628,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1629,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1630,2021-09-12,Reign of Serenity,weapon,The Stringless,4,Bow,None,None
1631,2021-09-12,Reign of Serenity,char,Xiangling,4,Polearm,Pyro,F
1632,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1633,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1634,2021-09-12,Reign of Serenity,char,Raiden Shogun,5,Polearm,Electro,F
1635,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1636,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1637,2021-09-12,Reign of Serenity,weapon,Ferrous Shadow,3,Claymore,None,None
1638,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1639,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1640,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1641,2021-09-12,Reign of Serenity,weapon,Favonius Sword,4,Sword,None,None
1642,2021-09-12,Reign of Serenity,weapon,Skyrider Sword,3,Sword,None,None
1643,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1644,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1645,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1646,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1647,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1648,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1649,2021-10-01,Drifting Luminescence,weapon,Magic Guide,3,Catalyst,None,None
1650,2021-10-01,Drifting Luminescence,weapon,Cool Steel,3,Sword,None,None
1651,2021-10-01,Drifting Luminescence,char,Xingqiu,4,Sword,Hydro,M
1652,2021-10-01,Drifting Luminescence,weapon,Harbinger of Dawn,3,Sword,None,None
1653,2021-10-01,Drifting Luminescence,weapon,Harbinger of Dawn,3,Sword,None,None
1654,2021-10-01,Drifting Luminescence,weapon,Sharpshooter's Oath,3,Bow,None,None
1655,2021-10-01,Drifting Luminescence,weapon,Slingshot,3,Bow,None,None
1656,2021-10-01,Drifting Luminescence,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1657,2021-10-01,Drifting Luminescence,weapon,Skyrider Sword,3,Sword,None,None
1658,2021-10-01,Drifting Luminescence,weapon,Skyrider Sword,3,Sword,None,None
1659,2021-10-31,Farewell of Snezhnaya,weapon,Raven Bow,3,Bow,None,None
1660,2021-10-31,Farewell of Snezhnaya,weapon,Emerald Orb,3,Catalyst,None,None
1661,2021-10-31,Farewell of Snezhnaya,char,Xiangling,4,Polearm,Pyro,F
1662,2021-10-31,Farewell of Snezhnaya,weapon,Raven Bow,3,Bow,None,None
1663,2021-10-31,Farewell of Snezhnaya,weapon,Harbinger of Dawn,3,Sword,None,None
1664,2021-10-31,Farewell of Snezhnaya,weapon,Ferrous Shadow,3,Claymore,None,None
1665,2021-10-31,Farewell of Snezhnaya,weapon,Harbinger of Dawn,3,Sword,None,None
1666,2021-10-31,Farewell of Snezhnaya,weapon,Cool Steel,3,Sword,None,None
1667,2021-10-31,Farewell of Snezhnaya,char,Yanfei,4,Catalyst,Pyro,F
1668,2021-10-31,Farewell of Snezhnaya,weapon,Sharpshooter's Oath,3,Bow,None,None
1669,2021-11-15,Moment of Bloom,weapon,Ferrous Shadow,3,Claymore,None,None
1670,2021-11-15,Moment of Bloom,weapon,Black Tassel,3,Polearm,None,None
1671,2021-11-15,Moment of Bloom,weapon,Cool Steel,3,Sword,None,None
1672,2021-11-15,Moment of Bloom,weapon,Cool Steel,3,Sword,None,None
1673,2021-11-15,Moment of Bloom,weapon,Raven Bow,3,Bow,None,None
